Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,INTC,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,INTC,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,INTC,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,INTC,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,INTC,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-11,226.27655029296875,167.88999938964844,188.82000732421875,23.559999465942383,412.4457702636719,134.76136779785156,217.8000030517578,228.1261416619367,169.35000610351562,189.92999267578125,23.81999969482422,413.2482300568322,135.74108264717918,223.33999633789062,226.06771885321956,163.00999450683594,186.3000030517578,22.979999542236328,409.4043321553025,133.62169514533127,214.3800048828125,228.01675665509578,164.19000244140625,186.6300048828125,23.049999237060547,412.2674525837661,133.97158567859756,220.1300048828125,31759200,42136200,25751600,43585300,14144900,170209500,142628900
2024-10-14,230.00555419921875,165.27000427246094,187.5399932861328,23.440000534057617,415.2395935058594,138.0304412841797,219.16000366210938,230.43314046117197,168.89999389648438,189.8300018310547,23.770000457763672,420.09398917949596,139.56000161928338,221.91000366210938,227.32066753158787,165.14999389648438,187.36000061035156,23.270000457763672,413.6346434592421,136.26094423310064,213.74000549316406,227.4200987868959,167.77000427246094,189.77999877929688,23.579999923706055,413.8823170164031,136.43089368651033,220.1300048828125,39882100,31757200,22614400,35403600,16653100,232347700,86291900
2024-10-15,232.54127502441406,156.63999938964844,187.69000244140625,22.65999984741211,414.84326171875,131.56228637695312,219.57000732421875,236.16090332060597,164.1300048828125,188.41000366210938,23.719999313354492,418.54847842558434,138.53028982768672,224.25999450683594,231.0695468532438,155.74000549316406,184.5800018310547,22.469999313354492,411.39566540112634,128.70310551155586,217.1199951171875,232.30261271123658,163.2100067138672,187.6300048828125,23.40999984741211,418.2512520382671,137.8304782609884,220.00999450683594,64751400,50768000,32178900,68900600,18900200,377831000,62988800
2024-10-16,230.48284912109375,156.1300048828125,186.88999938964844,22.309999465942383,412.2476806640625,135.6811065673828,221.3300018310547,230.8209426799016,158.27999877929688,187.77999877929688,22.540000915527344,412.48543760596397,136.5808425435144,222.82000732421875,228.55370384388218,154.9199981689453,185.61000061035156,21.739999771118164,406.66018089425665,131.54229361922833,218.92999267578125,230.30386376880503,158.07000732421875,187.0500030517578,22.3799991607666,411.3065392799767,133.94159972519003,221.39999389648438,34082200,30575800,23456800,62151800,15508900,264879700,49632800
2024-10-17,230.8507843017578,156.25,187.52999877929688,22.440000534057617,412.8420715332031,136.8907470703125,220.88999938964844,232.5412825211578,160.44000244140625,188.94000244140625,22.81999969482422,418.56828256822496,140.84961880375567,222.0800018310547,229.22991678936268,156.1999969482422,186.0,22.399999618530273,411.72258229511425,136.83076670766295,217.89999389648438,232.12361966628396,160.0,188.22000122070312,22.719999313354492,418.429570873714,139.30005999950754,221.58999633789062,32993800,29491900,25039400,43807600,14820000,306435900,50791800
2024-10-18,233.68482971191406,155.97000122070312,188.99000549316406,22.770000457763672,414.2686767578125,137.96043395996094,220.6999969482422,234.8582185948981,158.00999450683594,190.74000549316406,22.81999969482422,415.74480139281076,138.86016981880368,222.27999877929688,232.7003647541102,155.55999755859375,186.27999877929688,22.5,412.3863638860618,137.24063917112105,219.22999572753906,234.8582185948981,157.41000366210938,187.14999389648438,22.610000610351562,413.25817959093666,138.63024003343975,220.7100067138672,46431500,23823000,37417700,39971700,17145300,176090200,49611900
2024-10-21,235.15652465820312,157.89999389648438,189.07000732421875,22.84000015258789,414.8829345703125,143.66880798339844,218.85000610351562,235.52446425425407,158.0,189.4600067138672,22.8799991607666,415.06125227829034,143.66880798339844,220.47999572753906,233.1378868595546,154.14999389648438,186.39999389648438,22.25,409.89974372900497,137.96043821210023,215.72999572753906,233.1378868595546,155.75999450683594,188.0500030517578,22.610000610351562,412.2476842514802,138.090405825162,218.89999389648438,36254500,25781200,24639400,39727000,14206100,264554500,47329000
2024-10-22,234.5400390625,154.08999633789062,189.6999969482422,22.399999618530273,423.53167724609375,143.54884338378906,217.97000122070312,234.89802497361626,156.74000549316406,191.52000427246094,22.81999969482422,426.57308539168537,144.37860733596548,218.22000122070312,231.29828871484364,151.91000366210938,186.97999572753906,22.170000076293945,414.14980218140033,141.73936457126644,215.25999450683594,232.5810627118631,156.60000610351562,188.35000610351562,22.729999542236328,414.59559642085827,142.86904559419827,217.30999755859375,38846600,34997400,29650600,50160400,25482200,226311600,43268700
2024-10-23,229.4685516357422,152.91000366210938,184.7100067138672,21.979999542236328,420.6487731933594,139.51998901367188,213.64999389648438,233.8240439244486,153.4499969482422,189.16000366210938,22.43000030517578,427.06845240983137,142.3891613712536,218.72000122070312,226.48534106504323,150.52000427246094,183.69000244140625,21.579999923706055,418.59802889539156,137.42060018656866,212.11000061035156,232.76997861721128,153.0,188.85000610351562,22.299999237060547,426.8504984713963,141.9892821435429,217.1300048828125,52287000,26095900,31937100,45799100,19654400,285930000,80938900
2024-10-24,229.27964782714844,153.44000244140625,186.3800048828125,22.34000015258789,420.777587890625,140.3697509765625,260.4800109863281,229.52824872985036,155.19000244140625,187.11000061035156,22.3700008392334,422.01595572726984,141.30948393843238,262.1199951171875,227.13173238618916,152.35000610351562,183.86000061035156,21.969999313354492,418.46925331230875,138.42031305269128,242.64999389648438,228.69293816499177,154.74000549316406,185.25,22.09000015258789,421.3719802653427,140.77963709898057,244.67999267578125,31109500,22877000,21647400,40554400,13581600,172354900,204491900
