Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2010-01-04,17.557863235473633,17.613270330317484,17.51476908931229,17.594800907293727,13870400
2010-01-05,17.345468521118164,17.542472172138517,17.280827303588108,17.499376852891093,23172400
2010-01-06,17.33931541442871,17.37317426535058,17.231578864023565,17.34547071515812,19264600
2010-01-07,17.296213150024414,17.351620228178533,17.160774277996055,17.339308457431997,13234600
2010-01-08,16.976085662841797,17.126915136637148,16.852958555303978,17.07150805566784,28712400
2010-01-11,17.320846557617188,17.37625365981926,16.86835561437612,16.976092168314626,28642400
2010-01-12,17.50861167907715,17.5455493489228,17.256202115715045,17.265436239619618,23269800
2010-01-13,17.554784774780273,17.67791191570066,17.450127057266176,17.502456503136944,15157400
2010-01-14,17.585569381713867,17.62250705899266,17.4747551756499,17.557865830197876,12392600
2010-01-15,17.327001571655273,17.653286507966907,17.25004740000027,17.530160537855387,27460800
2010-01-19,17.367013931274414,17.388562175949243,17.21310561423344,17.305451543839844,14615400
2010-01-20,17.083824157714844,17.357780789664886,17.01918294271643,17.286983100729387,18810200
2010-01-21,16.735992431640625,17.108451503934177,16.68058533573671,17.099216205131896,27396800
2010-01-22,16.695974349975586,16.886820329758617,16.61594136946102,16.729833192563948,23551400
2010-01-25,16.729835510253906,16.788321428938648,16.585162474127365,16.772930830315918,16853200
2010-01-26,16.66519546508789,16.776009661739078,16.582084817599497,16.643648390653212,15515000
2010-01-27,16.77907943725586,16.825252388933194,16.52974878603368,16.62209351516141,20414800
2010-01-28,16.677507400512695,16.880666357278173,16.662116801741924,16.84064986109223,20905200
2010-01-29,16.69904899597168,16.911442007484425,16.59131366568848,16.757533721807267,22146800
2010-02-01,16.73906707763672,16.794474159710116,16.622096440567642,16.779082390290835,14517600
2010-02-02,16.945301055908203,16.994551657558933,16.668266861957946,16.785236306986583,16888600
2010-02-03,16.889896392822266,16.917599933593877,16.785238702599198,16.905286987867132,15899400
2010-02-04,16.44664764404297,16.831418548733797,16.437413518083225,16.79140204586222,21342800
2010-02-05,16.341983795166016,16.44664148904388,16.169606071653305,16.38815675614017,29285000
2010-02-08,16.20655059814453,16.39739663364649,16.181924697188105,16.39739663364649,16721200
2010-02-09,16.62517738342285,16.923759921054533,16.428174907791494,16.526676145607173,31495000
2010-02-10,16.557462692260742,16.806793499640722,16.366615468410483,16.806793499640722,18717600
2010-02-11,16.68982696533203,16.723687000586835,16.397400775855317,16.498979707391847,26327200
2010-02-12,16.615943908691406,16.74522752226913,16.50512971826119,16.597474485543895,24640000
2010-02-16,16.874513626098633,16.874513626098633,16.600556914835465,16.779090013788718,19339400
2010-02-17,17.031490325927734,17.09920916865539,16.856033811615614,16.871425578543086,17064600
2010-02-18,17.210031509399414,17.213109159714154,16.976091335971162,16.976091335971162,17264600
2010-02-19,17.151546478271484,17.206953576848115,16.985325182541594,17.176171203068048,18944800
2010-02-22,17.04688835144043,17.1946402193969,17.013028328199425,17.17617079556704,13487600
2010-02-23,16.877580642700195,17.11459833381764,16.865267699876032,17.056113616743144,14835600
2010-02-24,16.979167938232422,16.985324412709403,16.834493723591955,16.929917316644012,14470600
2010-02-25,16.351224899291992,16.492821492098752,16.194238878559123,16.35738137499904,63648600
2010-02-26,16.228097915649414,16.341989773697282,16.077267205617694,16.341989773697282,63095400
2010-03-01,16.397397994995117,16.42817919951859,16.249646099672624,16.38200739273338,39449800
2010-03-02,16.406625747680664,16.52667404260328,16.36045395883278,16.43125164111465,24506200
2010-03-03,16.600547790527344,16.659032516375092,16.369685361963615,16.406623021750242,26574200
2010-03-04,16.766773223876953,16.94222861962907,16.7206002568991,16.837570912142954,28983200
2010-03-05,16.83756446838379,16.914518601078207,16.732906800950307,16.83448564550896,24238600
2010-03-08,16.763696670532227,16.889901466575655,16.7206025217702,16.843729667570976,18915600
2010-03-09,16.677507400512695,16.803712189196894,16.60670970678521,16.726758021115618,23070000
2010-03-10,16.68366050720215,16.735988767305585,16.634409896540664,16.702128752308216,21574800
2010-03-11,16.634008407592773,16.689868979885677,16.447807289174985,16.689868979885677,29130600
2010-03-12,16.556425094604492,16.686766829949374,16.528494807304725,16.661939381754962,22334400
2010-03-15,16.649526596069336,16.708490008905066,16.56263171250768,16.6743528600599,23874000
2010-03-16,16.665040969848633,16.717797513796917,16.62469696434613,16.696074091719655,22287800
2010-03-17,16.7084903717041,16.755041245474263,16.634009210439423,16.702283509612222,26074400
2010-03-18,16.742630004882812,16.770560296520497,16.67745971900758,16.72711343927034,23496200
2010-03-19,16.99089241027832,17.087096976134507,16.634005612143813,16.99089241027832,43610800
2010-03-22,16.92572593688965,17.021929340442746,16.882279085757553,16.910209373462173,18127400
2010-03-23,17.161577224731445,17.173990946437655,16.885378427875413,16.978478972996665,19081200
2010-03-24,16.950551986694336,17.1802011475582,16.94744914758334,17.136754296976957,17052600
2010-03-25,17.006412506103516,17.124340517181974,16.959862816562623,17.040549655402902,16638800
2010-03-26,16.95985984802246,17.05916725559973,16.913308982791634,17.003306690857805,16276800
2010-03-29,16.997100830078125,17.05606423684748,16.9660665234855,17.006410530137035,13853600
2010-03-30,17.02813720703125,17.083997785735573,16.947450362146103,17.037448092707287,13631600
2010-03-31,17.068483352661133,17.158481094459948,16.913315322182395,17.00331306398121,22922000
2010-04-01,17.161577224731445,17.201921228357794,17.108820683236544,17.18019780729076,14346000
2010-04-05,17.025035858154297,17.24227132948477,16.95986557190658,17.24227132948477,19191800
2010-04-06,16.8481388092041,17.018823342906185,16.826415387669527,17.018823342906185,17604200
2010-04-07,16.702281951904297,16.85124307670317,16.62159511991074,16.85124307670317,24060800
2010-04-08,16.68366241455078,16.68986927645338,16.584354991784956,16.68986927645338,19466800
2010-04-09,16.94124412536621,16.94745098810016,16.711594939562126,16.730215527763978,20640600
2010-04-12,16.993993759155273,17.025028060181032,16.916409782347184,16.959857803783244,16930400
2010-04-13,17.074682235717773,17.093302816854216,16.95985827830365,16.969167976953084,15055000
2010-04-14,17.052967071533203,17.08710422822345,16.959866488456797,17.07779334122911,13865200
2010-04-15,16.83882713317871,16.997099121295022,16.798484314420744,16.993995099028943,20351000
2010-04-16,17.05917739868164,17.111933972396194,16.81090754828398,16.82952814221532,35075600
2010-04-19,17.167783737182617,17.167783737182617,17.043648890315026,17.062269472496457,26468600
2010-04-20,16.904001235961914,17.158476645254332,16.857450365353717,17.136753221327258,32508800
2010-04-21,16.817106246948242,16.938138272974154,16.75814283722111,16.93503425024031,19263200
2010-04-22,16.854347229003906,16.91641347693578,16.758142650569035,16.80158949765646,20295600
2010-04-23,16.720905303955078,16.900899582272444,16.677458450010818,16.900899582272444,21675400
