Date,Close,High,Low,Open,Volume
2010-01-04,85.27920532226562,85.3243526269112,83.90968158491715,84.55681974288503,118944600
2010-01-05,85.50495910644531,85.54258569272618,84.91802110293453,85.22654303560668,111579900
2010-01-06,85.56514739990234,85.77584247522753,85.35445232457717,85.42217328121302,116074400
2010-01-07,85.92635345458984,86.03170100499848,85.16634120577531,85.40713642685375,131091100
2010-01-08,86.2123031616211,86.24992975033221,85.52754402696755,85.70061255661136,126402800
2010-01-11,86.33269500732422,86.63368472282647,85.96397284611555,86.59606387889411,106375700
2010-01-12,85.52749633789062,85.94135987789079,85.19640091308393,85.76076498299996,163333500
2010-01-13,86.24992370605469,86.49071893030164,85.30931646430706,85.7457538613096,161822000
2010-01-14,86.48316192626953,86.64118319816191,86.09939269966858,86.15206645696605,115718800
2010-01-15,85.51243591308594,86.41541604933721,85.18134051732355,86.3326479414043,212283100
2010-01-19,86.58098602294922,86.6336597820991,85.47483133979271,85.4974107288648,139172700
2010-01-20,85.70059967041016,86.12198984375853,85.01584063871904,85.99406864699355,216490200
2010-01-21,84.05265808105469,85.98654627728774,83.94731053270041,85.72317740640209,344859600
2010-01-22,82.17897033691406,84.08275841840144,82.08866997765772,83.67641541326412,345942400
2010-01-25,82.60035705566406,83.08195321042189,82.3294674713155,82.93145261799425,186937500
2010-01-26,82.25420379638672,83.12708989792152,82.05103519882802,82.27677744711437,211168800
2010-01-27,82.6455078125,82.83362924206081,81.5167792351351,82.14886448277444,271863600
2010-01-28,81.6973648071289,82.96154089807327,81.20072727551315,82.91639359729268,316104000
2010-01-29,80.8094482421875,82.6229417453403,80.68152703618387,82.05105093948572,310677600
2010-02-01,82.06608581542969,82.07361227965674,80.89221000045332,81.38132683703017,187865000
2010-02-02,83.05937957763672,83.21740090488974,81.93065089067711,82.21659916562058,216327900
2010-02-03,82.6455078125,83.1346246775602,82.40471261230257,82.68312865380591,172730700
2010-02-04,80.0945816040039,82.04351685655097,80.07952867468879,82.00589601528401,356715700
2010-02-05,80.2601547241211,80.4256968117876,78.6949825597195,80.18490153580368,493585800
2010-02-08,79.68071746826172,80.76429881067993,79.62051722901387,80.32032922249049,224166900
2010-02-09,80.6815185546875,81.38133049297926,79.9666536872654,80.61379185562167,337820500
2010-02-10,80.52350616455078,80.96747002589821,79.84626780392581,80.55360628513533,240511500
2010-02-11,81.36627960205078,81.45657995606378,79.95160850191017,80.41815171946156,223591600
2010-02-12,81.29855346679688,81.34370077042402,80.14725129622344,80.50844120726093,304622100
2010-02-16,82.5777816772461,82.66055556609975,81.13301046618137,81.91559630742738,159317500
2010-02-17,82.96907806396484,83.08195207148557,82.57778227002771,82.9765987877252,168845100
2010-02-18,83.45818328857422,83.63125176707705,82.80351872912645,82.83361884299862,193708600
2010-02-19,83.63125610351562,83.95482516815694,83.0443182050988,83.23996608490775,222684900
2010-02-22,83.64630126953125,83.96234384073374,83.39797964601095,83.93977019150634,132346900
2010-02-23,82.63043975830078,83.67639425592414,82.41221825103275,83.4205519142364,207497000
2010-02-24,83.39047241210938,83.52592007971691,82.66808676520608,82.87878186125987,176350700
2010-02-25,83.27761840820312,83.33781866182886,81.97582093436665,82.2015632739449,259634700
2010-02-26,83.33025360107422,83.61620180285554,82.85618974060819,83.35282725047601,173589300
2010-03-01,84.19564056396484,84.27841446602488,83.65384983812145,83.67642349486302,147709700
2010-03-02,84.42890167236328,84.83524467985085,84.27840681374309,84.55682861730239,160992400
2010-03-03,84.50414276123047,85.00830678064037,84.29344195187063,84.64711113417638,150785000
2010-03-04,84.75996398925781,84.88036442171544,84.30094738727819,84.61698991096654,135770400
2010-03-05,85.97151184082031,86.03923281437476,85.10615193010645,85.30932633279308,176118800
2010-03-08,85.98652648925781,86.17464788817114,85.83603166653096,85.97900576682811,114631200
2010-03-09,86.1295394897461,86.52835611700534,85.68557554348,85.73072286248683,154556700
2010-03-10,86.5133056640625,86.74657445815646,86.09191539318003,86.16716283569306,186088800
2010-03-11,86.87446594238281,86.89704533431717,86.04673287609657,86.31010170523176,160791100
2010-03-12,86.88196563720703,87.26573480770962,86.64117053318755,87.25068188439133,162074800
2010-03-15,86.90458679199219,86.96478703616062,86.2348748633994,86.73151826627203,146816800
2010-03-16,87.59684753417969,87.67961566474938,86.90455644997309,87.14535160156387,168673000
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100
2010-03-18,88.0709457397461,88.24401427257261,87.7172764669986,88.12361952030349,196509100
2010-03-19,87.62513732910156,88.62250866061704,87.28512083777551,87.62513732910156,226641100
2010-03-22,88.09358978271484,88.25226759285404,87.07355191049592,87.12644259232499,184477800
2010-03-23,88.71317291259766,88.78873020455747,87.93491608792121,88.22204186788109,182941600
2010-03-24,88.28246307373047,88.72826078930532,87.33043104694777,88.38069271791078,196072600
2010-03-25,88.13893127441406,89.28741715446652,88.03314990775075,88.87940084105716,223396300
2010-03-26,88.08604431152344,88.72073253831022,87.73847612571367,88.30516451305289,205808500
2010-03-29,88.64517974853516,88.80385181330271,88.1691635542325,88.53184091237185,134513500
2010-03-30,88.70560455322266,89.03050605691028,88.3353698328604,88.7509377698973,145772500
2010-03-31,88.40338897705078,88.79629039161283,88.10871147496614,88.36560744513125,161078700
2010-04-01,89.00785827636719,89.34786900265163,88.4789456564607,89.00785827636719,161215200
2010-04-05,89.73322296142578,89.7936653444173,89.0985289404673,89.34787322601002,105847600
2010-04-06,89.94476318359375,90.10343520792503,89.37807491184579,89.47629880367434,110384200
2010-04-07,89.43099212646484,90.18657671302527,89.01541829799544,89.76345118924036,184576300
2010-04-08,89.74076080322266,89.89188114900482,88.8567283978411,89.12118179714518,158704000
2010-04-09,90.33010864257812,90.3678844001559,89.76342039705291,89.92964410676686,133006500
2010-04-12,90.47370910644531,90.70794428015435,90.33770363174943,90.44348502710692,110279000
2010-04-13,90.54168701171875,90.7003590561862,89.91455052788177,90.38301496725131,125043600
2010-04-14,91.56929016113281,91.56929016113281,90.73059087966809,90.87414801903378,161609000
2010-04-15,91.64483642578125,91.85639914434329,91.38793472134755,91.41815879037809,144615300
2010-04-16,90.1865463256836,91.64482431698099,89.72563942200689,91.3199228236458,366786700
2010-04-19,90.52658081054688,90.61725302953789,89.5141003060834,89.92211664456424,217947800
2010-04-20,91.33502960205078,91.41059264500682,90.57189359712204,91.0932428526836,157708000
2010-04-21,91.1688003540039,91.59948315528077,90.66255451436407,91.38791471837506,192910100
2010-04-22,91.44082641601562,91.55416523497532,90.00522059136557,90.52656993513726,115360300
2010-04-23,92.03775787353516,92.07553940922897,91.14616781889924,91.3804029638255,177335500
2010-04-26,91.69015502929688,92.27195817724022,91.59948860131149,92.06794718497149,143457300
2010-04-27,89.52165985107422,91.6826263565053,89.34787286845585,91.16127693795546,355853300
2010-04-28,90.20167541503906,90.42835307059919,89.36297615997972,89.95233691150561,300674100
2010-04-29,91.3199462890625,91.50884242059462,90.72303382166268,90.74570043510215,193775000
2010-04-30,89.7709732055664,91.43326220522529,89.74830659780781,91.33503255207006,270000900
2010-05-03,90.9345932006836,91.18393746859309,90.06566987486859,90.20167531512357,182747900
2010-05-04,88.7962875366211,89.93722174100905,88.34293799142492,89.92211258751848,360353400
2010-05-05,88.26737213134766,89.00784740289707,87.62512652423995,88.07091856711591,328973200
2010-05-06,85.33573150634766,88.40340331515897,79.33638759052728,87.84427229290962,647356600
2010-05-07,84.06635284423828,85.96286623447179,82.66852234360303,85.10905762405544,637558800
2010-05-10,87.76871490478516,88.1389497657812,86.82423410096122,87.50425566799179,396159600
2010-05-11,87.51934051513672,88.67538369942618,86.82420426590599,86.9450947696346,317849800
2010-05-12,88.74339294433594,88.87184668428398,87.71579761266341,87.86691796417524,235607100
2010-05-13,87.6402359008789,88.91717542468045,87.56467861125817,88.50160168478892,234452500
2010-05-14,86.05351257324219,87.14155602623315,85.28281897047482,86.98288398344728,345601400
2010-05-17,86.09883117675781,86.52951400966535,84.45165712438936,86.28772725723745,325739800
2010-05-18,84.92767333984375,87.05842075665183,84.6481050838831,86.80151910651087,360556800
2010-05-19,84.4441146850586,85.20725078327172,83.38629536552719,84.45166637855665,394742700
2010-05-20,81.25556182861328,83.03118433824191,81.20267114159124,82.645834610137,530418300
2010-05-21,82.44181823730469,82.64582349848925,79.60837660353604,80.02395034901615,500909400
2010-05-24,81.38398742675781,82.6533693307178,81.30843014674907,81.9960088888748,269823000
2010-05-25,81.4671401977539,81.50492173772237,78.86792704650297,79.41950640091281,396505200
2010-05-26,80.97596740722656,82.71381358934612,80.73418066372433,81.96578675236279,349719300
2010-05-27,83.68852996826172,83.7187540360958,82.19247031605815,82.50226268786882,300870500
2010-05-28,82.6382827758789,83.65832074652721,82.24537558896165,83.59787260013186,297933500
2010-06-01,81.24800109863281,83.07651422167967,81.1271105751569,81.86758016365911,277909400
2010-06-02,83.36361694335938,83.37116863578738,81.23286945456937,81.66355227364446,240243700
2010-06-03,83.65074157714844,83.91519494317873,82.79693334835032,83.60540836144354,226618300
2010-06-04,80.71149444580078,82.60801217708786,80.43948370487318,82.06399069523266,398475600
2010-06-07,79.70659637451172,81.308437370403,79.64615400392545,80.99864500079819,264609100
2010-06-08,80.56043243408203,80.71910450892796,79.07192984406873,79.76706629519937,357774300
2010-06-09,80.12974548339844,81.81469583638959,79.78972897010522,81.02888719644984,268023300
2010-06-10,82.47205352783203,82.57027744255929,80.12218515199245,81.49734878143678,317890600
2010-06-11,82.8725357055664,82.92542640754085,81.69382533890482,81.74671604087926,214128200
